name,released,rating,ratings_count,added,reviews_count,genres,platform,game_mode,status_yet,status_owned,status_beaten,status_toplay,status_dropped,status_playing,platform_visual,genres_visual,rating_rango,genres_clean
Vampire Survivors,2022-10-20,4.19,786,5178,803,"['Action', 'RPG', 'Casual', 'Indie']","['PC', 'Xbox', 'iOS', 'Android', 'Nintendo', 'Web']",Singleplayer,85,3998,489,81,334,191,"['PC', 'Xbox', 'iOS', 'Android', 'Nintendo', 'Web']","['Action', 'RPG', 'Casual', 'Indie']","(373.0, 7334.0]","['Action', 'RPG', 'Casual', 'Indie']"
Far Cry 2,2008-10-21,3.46,1034,5175,1041,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,213,3368,815,126,622,31,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Stellaris,2016-05-08,4.11,691,5172,701,"['Strategy', 'Simulation']","['PC', 'Apple Macintosh', 'Linux']",Both,254,4142,212,99,297,168,"['PC', 'Apple Macintosh', 'Linux']","['Strategy', 'Simulation']","(373.0, 7334.0]","['Strategy', 'Simulation']"
Oxenfree,2016-01-14,3.91,924,5165,944,"['Adventure', 'RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,506,3394,830,225,169,41,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'RPG', 'Indie']","(373.0, 7334.0]","['Adventure', 'RPG', 'Indie']"
ABZU,2016-08-02,3.91,1098,5151,1117,"['Adventure', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,397,3329,995,174,221,35,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Adventure', 'Simulation', 'Indie']","(373.0, 7334.0]","['Adventure', 'Simulation', 'Indie']"
Tales from the Borderlands: A Telltale Game Series,2015-10-21,4.18,1117,5146,1125,['Adventure'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Singleplayer,295,3432,1076,150,169,24,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",['Adventure'],"(373.0, 7334.0]",['Adventure']
Child of Light,2014-04-29,3.85,959,5142,967,"['RPG', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,418,3412,638,210,413,51,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['RPG', 'Indie']","(373.0, 7334.0]","['RPG', 'Indie']"
Broken Age,2014-01-28,3.65,689,5142,694,"['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,355,3910,450,161,235,31,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'Casual', 'Family', 'Indie', 'Puzzle']"
The Playroom,2013-11-15,2.27,779,5133,779,['Arcade'],['PlayStation'],Other,203,4487,144,13,276,10,['PlayStation'],['Arcade'],"(373.0, 7334.0]",['Arcade']
F.E.A.R. 3,2011-03-25,3.35,656,5125,660,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,257,3972,642,83,166,5,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
VRChat,2017-02-01,3.14,531,5123,534,"['Adventure', 'Simulation', 'Sports', 'Casual', 'Massively Multiplayer']",['PC'],Both,135,4385,81,18,444,60,['PC'],"['Adventure', 'Simulation', 'Sports', 'Casual', 'Massively Multiplayer']","(373.0, 7334.0]","['Adventure', 'Simulation', 'Sports', 'Casual', 'Massively Multiplayer']"
PlanetSide 2,2012-11-20,2.97,527,5106,528,"['Action', 'Shooter', 'Massively Multiplayer']","['PC', 'PlayStation']",Multiplayer,123,4414,103,15,433,18,"['PC', 'PlayStation']","['Action', 'Shooter', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Shooter', 'Massively Multiplayer']"
F.E.A.R. 2: Project Origin,2009-02-10,3.85,684,5102,692,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,263,3856,762,95,117,9,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Destiny,2014-09-09,3.68,1062,5077,1065,"['Action', 'Shooter']","['PlayStation', 'Xbox']",Both,65,3770,714,62,444,22,"['PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Resident Evil: Village,2021-05-07,4.39,1025,5070,1065,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",Both,328,2756,1175,646,104,61,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Gwent: The Witcher Card Game,2018-10-23,3.59,1031,5065,1040,"['RPG', 'Strategy', 'Board Games', 'Card']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",Both,222,3772,165,56,739,111,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']","['RPG', 'Strategy', 'Board Games', 'Card']","(373.0, 7334.0]","['RPG', 'Strategy', 'Board Games', 'Card']"
Sonic Mania,2017-08-15,3.86,858,5050,872,"['Action', 'Adventure', 'Casual', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,362,3617,396,129,429,117,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Casual', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Casual', 'Platformer']"
Monaco: What's Yours Is Mine,2013-04-24,2.99,365,5032,366,"['Action', 'Strategy', 'Casual', 'Indie']","['PC', 'Xbox', 'Apple Macintosh', 'Linux']",Both,277,4395,79,26,245,10,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'Strategy', 'Casual', 'Indie']","(128.0, 373.0]","['Action', 'Strategy', 'Casual', 'Indie']"
Dying Light,2015-01-27,4.1,1404,5020,1427,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,184,2846,1305,161,435,89,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Lara Croft and the Guardian of Light,2010-08-05,3.43,501,5016,505,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",Both,248,4234,281,57,189,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
The Elder Scrolls III: Morrowind,2002-05-01,4.37,1046,5010,1058,['RPG'],"['PC', 'Xbox']",Singleplayer,309,3311,622,171,529,68,"['PC', 'Xbox']",['RPG'],"(373.0, 7334.0]",['RPG']
The Flame in the Flood,2016-02-23,2.89,398,4995,403,"['Action', 'Simulation', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Both,410,4195,70,74,231,15,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Simulation', 'Indie']","(373.0, 7334.0]","['Action', 'Simulation', 'Indie']"
The Talos Principle,2014-12-11,4.16,843,4992,849,"['Adventure', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,378,3512,509,196,327,70,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'Indie', 'Puzzle']"
Gris,2018-12-13,4.2,1074,4988,1097,"['Adventure', 'Indie', 'Puzzle', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']",Singleplayer,377,2750,1029,536,210,86,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Nintendo']","['Adventure', 'Indie', 'Puzzle', 'Platformer']","(373.0, 7334.0]","['Adventure', 'Indie', 'Puzzle', 'Platformer']"
Battlefield 3,2011-10-25,4.07,1365,4983,1376,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,114,2859,1535,69,379,27,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
STAR WARS Battlefront,2015-11-17,3.29,1145,4976,1150,"['Action', 'Shooter', 'Adventure', 'Strategy']","['PC', 'PlayStation', 'Xbox']",Both,84,3572,521,63,709,27,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure', 'Strategy']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure', 'Strategy']"
Vampyr,2018-06-04,3.49,881,4973,899,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,397,3189,508,329,460,90,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Divinity: Original Sin,2014-06-30,4.19,800,4971,805,"['RPG', 'Strategy', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Both,264,3788,408,138,317,56,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['RPG', 'Strategy', 'Indie']","(373.0, 7334.0]","['RPG', 'Strategy', 'Indie']"
Tomb Raider: Underworld,2008-11-18,3.7,525,4960,527,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",Singleplayer,297,3907,476,78,184,18,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Battlefield V,2018-11-20,3.51,1007,4959,1024,"['Action', 'Shooter', 'Adventure', 'Massively Multiplayer']","['PC', 'PlayStation', 'Xbox']",Both,218,3323,595,214,478,131,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter', 'Adventure', 'Massively Multiplayer']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure', 'Massively Multiplayer']"
Spelunky,2012-07-04,3.68,638,4953,642,"['Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox']",Both,224,4021,160,92,414,42,"['PC', 'PlayStation', 'Xbox']","['Indie', 'Platformer']","(373.0, 7334.0]","['Indie', 'Platformer']"
Valheim,2021-02-02,4.0,632,4947,640,"['Action', 'Adventure', 'Indie']","['PC', 'Linux']",Both,146,3757,233,193,456,162,"['PC', 'Linux']","['Action', 'Adventure', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie']"
Uncharted: Legacy of Thieves Collection,2022-01-28,4.46,512,4944,521,"['Action', 'Adventure']","['PC', 'PlayStation']",Singleplayer,254,3703,530,343,66,48,"['PC', 'PlayStation']","['Action', 'Adventure']","(373.0, 7334.0]","['Action', 'Adventure']"
Outer Wilds,2019-05-29,4.36,879,4935,905,"['Adventure', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,364,2796,612,698,324,141,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Adventure', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'Indie', 'Puzzle']"
Assassin's Creed Revelations,2011-11-15,3.99,1462,4930,1484,['Action'],"['PC', 'PlayStation', 'Xbox']",Both,231,2235,2108,144,187,25,"['PC', 'PlayStation', 'Xbox']",['Action'],"(373.0, 7334.0]",['Action']
Heroes & Generals,2016-10-18,2.78,473,4924,477,"['Action', 'Shooter', 'Massively Multiplayer', 'Indie']",['PC'],Both,167,4339,48,12,347,11,['PC'],"['Action', 'Shooter', 'Massively Multiplayer', 'Indie']","(373.0, 7334.0]","['Action', 'Shooter', 'Massively Multiplayer', 'Indie']"
Killer is Dead - Nightmare Edition,2014-05-23,3.22,402,4917,408,['Action'],['PC'],Singleplayer,362,4201,149,52,136,17,['PC'],['Action'],"(373.0, 7334.0]",['Action']
Rogue Legacy,2013-06-27,3.87,918,4916,925,"['Action', 'RPG', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",Singleplayer,178,3700,423,78,487,50,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']","['Action', 'RPG', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'RPG', 'Indie', 'Platformer']"
Overlord,2007-06-26,3.82,639,4915,642,"['Action', 'RPG', 'Casual']","['PC', 'Xbox', 'Apple Macintosh', 'Linux']",Both,215,3850,441,70,325,14,"['PC', 'Xbox', 'Apple Macintosh', 'Linux']","['Action', 'RPG', 'Casual']","(373.0, 7334.0]","['Action', 'RPG', 'Casual']"
Deponia,2012-01-27,3.85,724,4897,725,"['Adventure', 'RPG', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,264,3752,560,103,193,25,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'RPG', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'RPG', 'Indie', 'Puzzle']"
Crysis 2 - Maximum Edition,2011-03-22,3.7,615,4892,616,['Action'],['PC'],Both,214,3792,666,64,150,6,['PC'],['Action'],"(373.0, 7334.0]",['Action']
Max Payne 2: The Fall of Max Payne,2003-10-14,4.42,1606,4884,1620,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Other,219,2561,1770,176,137,21,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Star Wars: Battlefront II (2005),2005-10-30,4.22,846,4880,855,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,138,3605,771,60,290,16,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Crash Bandicoot N. Sane Trilogy,2017-06-30,4.12,646,4880,663,"['Action', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,299,3447,423,239,318,154,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Platformer']","(373.0, 7334.0]","['Action', 'Platformer']"
Gothic Playable Teaser,2019-12-01,2.54,244,4867,247,['RPG'],['PC'],Both,238,4447,78,25,76,3,['PC'],['RPG'],"(128.0, 373.0]",['RPG']
Tabletop Simulator,2015-06-05,4.05,672,4850,675,"['RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']","['PC', 'Apple Macintosh', 'Linux']",Both,92,4048,164,28,373,145,"['PC', 'Apple Macintosh', 'Linux']","['RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']","(373.0, 7334.0]","['RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']"
Burnout Paradise: The Ultimate Box,2009-02-05,3.98,667,4848,672,"['Racing', 'Arcade']",['PC'],Both,138,3832,483,30,340,25,['PC'],"['Racing', 'Arcade']","(373.0, 7334.0]","['Racing', 'Arcade']"
Dust: An Elysian Tail,2012-08-15,3.63,625,4842,633,"['Action', 'RPG', 'Indie', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,216,3936,337,89,247,17,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'RPG', 'Indie', 'Platformer']","(373.0, 7334.0]","['Action', 'RPG', 'Indie', 'Platformer']"
DiRT Showdown,2012-05-24,3.3,437,4834,437,"['Racing', 'Arcade']","['PC', 'PlayStation', 'Xbox']",Multiplayer,222,4209,161,34,202,6,"['PC', 'PlayStation', 'Xbox']","['Racing', 'Arcade']","(373.0, 7334.0]","['Racing', 'Arcade']"
Sniper Elite 4,2017-02-13,3.58,745,4814,748,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,277,3652,398,107,323,57,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Persona 5,2016-09-15,4.34,1438,4801,1461,"['Action', 'Adventure', 'RPG']",['PlayStation'],Singleplayer,325,2519,940,475,278,264,['PlayStation'],"['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Day of Defeat: Source,2005-09-26,3.2,360,4800,363,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Multiplayer,206,4271,98,9,209,7,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(128.0, 373.0]",['Action']
Medal of Honor,2010-10-12,3.28,704,4779,707,['Shooter'],"['PC', 'PlayStation', 'Xbox']",Both,199,3553,754,63,204,6,"['PC', 'PlayStation', 'Xbox']",['Shooter'],"(373.0, 7334.0]",['Shooter']
Life is Strange 2,2018-09-27,3.79,770,4775,784,['Adventure'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,367,3148,555,442,154,109,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",['Adventure'],"(373.0, 7334.0]",['Adventure']
Machinarium,2009-10-16,4.18,917,4769,925,"['Adventure', 'Family', 'Indie', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,234,3099,957,162,290,27,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Adventure', 'Family', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'Family', 'Indie', 'Puzzle']"
Valiant Hearts: The Great War,2014-06-24,4.36,1361,4752,1377,"['Adventure', 'Puzzle']","['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",Singleplayer,218,2642,1295,233,328,36,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']","['Adventure', 'Puzzle']","(373.0, 7334.0]","['Adventure', 'Puzzle']"
Crysis,2007-11-12,4.01,1117,4730,1126,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,158,2697,1403,122,320,30,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
The LEGO NINJAGO Movie Video Game,2017-09-22,2.92,279,4727,280,"['Action', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,288,4195,104,26,99,15,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure']","(128.0, 373.0]","['Action', 'Adventure']"
Yakuza Kiwami,2016-01-21,4.1,776,4724,789,"['Action', 'Adventure', 'RPG', 'Fighting']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,317,3408,649,172,101,77,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'RPG', 'Fighting']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG', 'Fighting']"
Red Faction: Guerrilla,2009-06-02,3.67,626,4721,626,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,191,3719,437,81,277,16,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
S.T.A.L.K.E.R.: Call of Pripyat,2009-10-02,4.28,941,4719,948,"['Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,251,3199,961,88,196,24,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Shooter', 'RPG']","(373.0, 7334.0]","['Shooter', 'RPG']"
Pillars of Eternity,2015-03-26,3.96,722,4715,730,['RPG'],"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,356,3343,366,186,371,93,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",['RPG'],"(373.0, 7334.0]",['RPG']
Forza Horizon 5,2021-11-08,4.29,762,4713,777,"['Racing', 'Arcade']","['PC', 'PlayStation', 'Xbox', 'iOS']",Both,163,3226,333,334,396,261,"['PC', 'PlayStation', 'Xbox', 'iOS']","['Racing', 'Arcade']","(373.0, 7334.0]","['Racing', 'Arcade']"
Marvel's Guardians of the Galaxy,2021-10-26,4.29,895,4701,935,"['Action', 'Shooter', 'Adventure']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,304,2763,944,453,139,98,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter', 'Adventure']","(373.0, 7334.0]","['Action', 'Shooter', 'Adventure']"
Mass Effect 3,2012-03-05,4.4,1780,4691,1788,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Other,249,1882,2105,228,190,37,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
S.T.A.L.K.E.R.: Clear Sky,2008-08-22,3.88,891,4690,901,"['Shooter', 'RPG']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,252,3185,881,87,267,18,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Shooter', 'RPG']","(373.0, 7334.0]","['Shooter', 'RPG']"
The Swapper,2013-05-13,3.53,528,4684,533,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",Singleplayer,261,3792,308,93,211,19,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']"
The Elder Scrolls IV: Oblivion Game of the Year Edition,2009-06-16,4.32,680,4673,681,['RPG'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,194,3475,611,82,265,46,"['PC', 'PlayStation', 'Xbox']",['RPG'],"(373.0, 7334.0]",['RPG']
Binary Domain,2012-02-16,3.56,544,4670,547,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,287,3795,370,77,132,9,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Shadow Tactics: Blades of the Shogun,2016-12-05,4.08,463,4659,464,"['Strategy', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",Singleplayer,429,3669,228,102,185,46,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']","['Strategy', 'Indie']","(373.0, 7334.0]","['Strategy', 'Indie']"
Hitman 2: Silent Assassin,2002-10-01,3.94,653,4654,656,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,246,3479,624,72,226,7,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Rage,2011-10-03,3.42,831,4637,840,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,205,3351,599,114,348,20,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
Call of Duty: Modern Warfare Remastered,2016-10-05,3.97,1137,4635,1145,"['Action', 'Shooter']","['PC', 'PlayStation', 'Xbox']",Both,184,3154,914,103,231,49,"['PC', 'PlayStation', 'Xbox']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
The Awesome Adventures of Captain Spirit,2018-06-25,3.61,929,4634,941,['Adventure'],"['PC', 'PlayStation', 'Xbox']",Singleplayer,329,3144,917,142,92,10,"['PC', 'PlayStation', 'Xbox']",['Adventure'],"(373.0, 7334.0]",['Adventure']
Baldur's Gate III,2023-08-03,4.44,995,4630,1029,"['Adventure', 'RPG', 'Strategy']","['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",Both,387,2172,602,890,220,359,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']","['Adventure', 'RPG', 'Strategy']","(373.0, 7334.0]","['Adventure', 'RPG', 'Strategy']"
Sins of a Solar Empire: Rebellion,2012-06-12,2.73,327,4626,327,"['Strategy', 'Indie']",['PC'],Both,285,4171,52,19,96,3,['PC'],"['Strategy', 'Indie']","(128.0, 373.0]","['Strategy', 'Indie']"
Injustice 2,2017-05-09,3.92,952,4624,961,['Fighting'],"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",Both,146,3301,638,176,289,74,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android']",['Fighting'],"(373.0, 7334.0]",['Fighting']
Call of Duty: World at War,2008-11-11,3.96,1208,4623,1217,['Shooter'],"['PC', 'PlayStation', 'Xbox', 'Nintendo']",Both,85,2699,1543,65,212,19,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",['Shooter'],"(373.0, 7334.0]",['Shooter']
World of Goo,2008-10-13,4.02,840,4608,844,"['Strategy', 'Educational', 'Family', 'Indie', 'Puzzle']","['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",Both,168,3224,728,63,397,28,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']","['Strategy', 'Educational', 'Family', 'Indie', 'Puzzle']","(373.0, 7334.0]","['Strategy', 'Educational', 'Family', 'Indie', 'Puzzle']"
Day of Defeat,2003-05-01,2.83,279,4586,280,['Action'],"['PC', 'Apple Macintosh', 'Linux']",Multiplayer,214,4134,62,9,162,5,"['PC', 'Apple Macintosh', 'Linux']",['Action'],"(128.0, 373.0]",['Action']
Shadow of the Colossus (2011),2011-09-22,4.25,1016,4585,1024,['Action'],['PlayStation'],Other,181,3360,620,135,231,58,['PlayStation'],['Action'],"(373.0, 7334.0]",['Action']
Magicka 2,2015-05-26,3.69,681,4571,685,"['Action', 'Adventure', 'RPG']","['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",Both,229,3601,303,70,344,24,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']","['Action', 'Adventure', 'RPG']","(373.0, 7334.0]","['Action', 'Adventure', 'RPG']"
Tell Me Why,2020-08-27,3.18,297,4546,300,['Adventure'],"['PC', 'Xbox']",Singleplayer,317,3750,207,177,68,27,"['PC', 'Xbox']",['Adventure'],"(128.0, 373.0]",['Adventure']
Outlast 2,2017-04-24,3.68,733,4539,740,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation', 'Xbox', 'Nintendo']",Singleplayer,382,3124,621,167,207,38,"['PC', 'PlayStation', 'Xbox', 'Nintendo']","['Action', 'Adventure', 'Indie']","(373.0, 7334.0]","['Action', 'Adventure', 'Indie']"
Deathloop,2021-09-14,3.96,547,4536,559,"['Action', 'RPG']","['PC', 'PlayStation', 'Xbox']",Both,337,2824,418,662,222,73,"['PC', 'PlayStation', 'Xbox']","['Action', 'RPG']","(373.0, 7334.0]","['Action', 'RPG']"
Shadow Warrior,1997-05-13,3.33,377,4536,377,"['Action', 'Shooter']","['PC', 'Apple Macintosh', 'Linux']",Both,280,3954,114,37,144,7,"['PC', 'Apple Macintosh', 'Linux']","['Action', 'Shooter']","(373.0, 7334.0]","['Action', 'Shooter']"
